text,category
The glass factory chimney is so low that the smoke goes straight into our balconies,Environmental_Laws
The gardener is spraying heavy toxic weedkiller in the park where my toddler plays,Environmental_Laws
The new office building doesn't have a single pipe for harvesting rainwater from the roof,Environmental_Laws
Open trucks full of coal are driving through our colony and leaving black dust everywhere,Environmental_Laws
The washermen are using so much bleach in the river that the water has turned white,Environmental_Laws
They are selling plots of land inside the lake's catchment area where no building is allowed,Environmental_Laws
The sugar factory is dumping its waste into the open fields and the smell is unbearable,Environmental_Laws
Someone built a permanent concrete shrine right in the middle of the local woodland,Environmental_Laws
The power plant is dumping its fly ash into an open pit and the wind blows it into our food,Environmental_Laws
My neighbor put up a high-voltage wire to kill stray dogs and it's dangerous for our kids,Environmental_Laws
The party speakers at the lawn nearby are so loud I can't even hear the TV in my house,Environmental_Laws
The textile shop is dumping bright red chemical dye into the public gutter,Environmental_Laws
The car wash center is wasting drinking water to clean SUVs while we have a water cut,Environmental_Laws
The city's only botanical garden is now a wasteland full of plastic and broken benches,Environmental_Laws
I saw a man at the local market secretly selling rare sea shells and dried seahorses,Environmental_Laws
The nearby asphalt plant is releasing a thick oily smell that makes me feel nauseous every morning,Environmental_Laws
A local car workshop is burning old rubber tires to keep warm at night filling the air with black soot,Environmental_Laws
The municipality is using a high-pressure hose to wash the statues while the residents have no water to drink,Environmental_Laws
A new banquet hall has been built right on the edge of the riverbank ignoring the safety distance rules,Environmental_Laws
The chemical factory is releasing its gas scrubbers at 3 AM when they think everyone is asleep,Environmental_Laws
I saw a tanker truck dumping septic tank waste directly into the open storm water drain,Environmental_Laws
The neighbors are using a high-decibel air horn every time their favorite team wins a match,Environmental_Laws
A local hospital is burning its plastic IV bags in a small furnace without any smoke filters,Environmental_Laws
The granite cutting unit is letting its slurry flow into the local fields making the soil like rock,Environmental_Laws
Someone has dumped a truckload of broken glass and mercury lamps in the children's play area,Environmental_Laws
The construction company is using heavy groundwater pumps 24/7 and now our society's taps are dry,Environmental_Laws
I found a pile of dead migratory birds near the high-tension wires installed through the wetland,Environmental_Laws
A private developer has blocked the village's traditional path to the grazing forest with a massive wall,Environmental_Laws
The local electronics market is dumping lead solder waste into the common garbage bin,Environmental_Laws
A heavy industry is using an illegal borewell hidden inside its godown to avoid water taxes,Environmental_Laws
The noise from the outdoor cooling towers of the IT park is a constant hum that never lets us sleep,Environmental_Laws
A chemical leak from the nearby industrial estate has turned the leaves of all my garden plants yellow,Environmental_Laws
The municipality is dumping city silt on the riverbank which just flows back in during the first rain,Environmental_Laws
The local dry cleaner is using banned solvents that are making the shop's neighbors feel faint,Environmental_Laws
"A real estate firm is cutting down mangroves to make way for a ""sea-view"" luxury villa project",Environmental_Laws
The smoke from the crematorium's old chimney is coming directly into the high-rise apartments nearby,Environmental_Laws
A commercial pig farm is letting animal waste flow into the pond we use for washing clothes,Environmental_Laws
The local cable operator is trimming huge tree branches and leaving the debris to rot on the road,Environmental_Laws
A battery shop is pouring old acid into the mud behind the shop where neighborhood kids play,Environmental_Laws
The new highway has no underpasses for animals and I see dead monkeys on the road every week,Environmental_Laws
The local lake has become a dumping ground for old sofas and construction debris,Environmental_Laws
A nearby pesticide factory has a pungent smell that is causing skin rashes among the local residents,Environmental_Laws
The shopping mall is using a massive diesel generator that vibrates the foundations of nearby houses,Environmental_Laws
I saw people taking sacks of fertile topsoil from the forest area to sell to private nurseries,Environmental_Laws
The city's main drain is choked with plastic bags and the water is overflowing into our kitchens,Environmental_Laws
