text,type
Procedure to get a marriage certificate for a person with a mental illness in a court?,Legal_Request
Can I sue a person for a breach of privacy in a family?,Legal_Request
How to file a complaint against a bank for a delayed credit card?,Legal_Request
What is the law on right to shelter for a person in a disaster?,Legal_Request
Can I be arrested for a crime committed by a friend of a relative?,Legal_Request
How to report a case of child labor to the child welfare committee?,Legal_Request
Is it legal to use a fake signature on a post card for a joke?,Legal_Request
Procedure to get a land registration done in a sub-registrar office?,Legal_Request
Can I sue a hospital for a lack of cleanliness in a ward?,Legal_Request
How to file a complaint against a travel agency for a wrong flight booking?,Legal_Request
What is the law on right to a fair trial for a complainant?,Legal_Request
Can I be arrested for a debt of my ward in a school?,Legal_Request
How to report a case of animal poaching to the forest guard?,Legal_Request
Is it legal to use a fake voice for a video call app?,Legal_Request
Procedure to get a legal heir certificate for a deceased grand-uncle?,Legal_Request
Can I sue a person for a defamatory video on a social site?,Legal_Request
How to file a case for a refund of a payment in a store?,Legal_Request
What are the rights of a consumer for a fake advertisement of a product?,Legal_Request
Can a school charge a fine for a late arrival in a school?,Legal_Request
How to report a case of bribery in a excise office?,Legal_Request
Is it legal to use a fake email for a feedback form?,Legal_Request
Procedure to get a trade license for a stationary shop?,Legal_Request
Can I sue a company for a faulty air cooler in a house?,Legal_Request
How to file a complaint against a government clerk for a delay in service?,Legal_Request
What is the law on right to information for a private university college?,Legal_Request
Can I be arrested for a social media post that is a criticism of a leader?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police station?,Legal_Request
Is it legal to use a fake name for a article in a newspaper?,Legal_Request
Procedure to get a birth certificate for a child born in a private hospital?,Legal_Request
Can I sue a restaurant for a cold food in a party?,Legal_Request
How to file a case for a missing baggage in a shared auto?,Legal_Request
What are the rights of a tenant for a house maintenance by owner of house?,Legal_Request
Can a school force a student to take a particular elective subject?,Legal_Request
How to report a case of illegal sand mining in a river bed?,Legal_Request
Is it legal to use a fake name on a comment box of a blog?,Legal_Request
Procedure to get a marriage certificate for a person with a physical disability in a court?,Legal_Request
Can I sue a person for a false claim in a business?,Legal_Request
How to file a complaint against a bank for a wrong name in a account?,Legal_Request
What is the law on right to education for a child of a daily wage worker?,Legal_Request
Can I be arrested for a crime committed by a subordinate in a office?,Legal_Request
How to report a case of domestic violence to the local council office?,Legal_Request
Is it legal to use a fake ID for a sports entry in a stadium?,Legal_Request
Procedure to get a land patta for a marginal farmer in a village?,Legal_Request
Can I sue a hospital for a medical negligence of a nurse?,Legal_Request
How to file a complaint against a travel agency for a bait advertisement?,Legal_Request
What is the law on right to a clean environment in a rural area?,Legal_Request
Can I be arrested for a debt of my niece in a college?,Legal_Request
How to report a case of animal abuse to the animal rights group?,Legal_Request
Is it legal to use a fake profile picture on a chat app?,Legal_Request
Procedure to get a legal heir certificate for a deceased nephew?,Legal_Request
Can I sue a person for a defamatory status on a social site?,Legal_Request
How to file a case for a refund of a subscription fee?,Legal_Request
What are the rights of a consumer for a wrong quality of a product?,Legal_Request
Can a school expel a student for a behavioral issue in a class?,Legal_Request
How to report a case of bribery in a sales tax office?,Legal_Request
Is it legal to use a fake email for a poll in a website?,Legal_Request
Procedure to get a trade license for a spa in a city?,Legal_Request
Can I sue a company for a faulty dryer in a laundry?,Legal_Request
How to file a complaint against a government official for a misbehavior with a public?,Legal_Request
